stock_item,godown,batch_name,unit,quantity
02 MAlai Dahi Tray,Main Store,Primary Batch,KG =  9.39 TRAY,93.92
02 MAlai Dahi Tray,Main Store,Primary Batch,KG =  9.40 TRAY,93.95
02 MAlai Dahi Tray,Main Store,Primary Batch,KG =  9.45 TRAY,94.5
02 MAlai Dahi Tray,Main Store,Primary Batch,KG =  9.54 TRAY,95.4
02 MAlai Dahi Tray,Main Store,Primary Batch,KG =  9.76 TRAY,97.56
02 MAlai Dahi Tray,Main Store,Primary Batch,KG =  9.92 TRAY,99.22
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.07 TRAY,-2.6
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.13 TRAY,-2.6
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.16 TRAY,-1.601
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.20 TRAY,-2.0
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.23 TRAY,-75.9
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.25 TRAY,-2.5
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.26 TRAY,-7.8
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.30 TRAY,-57.0
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.38 TRAY,-3.8
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.46 TRAY,-216.2
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.53 TRAY,-5.3
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.54 TRAY,-5.35
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.64 TRAY,-6.4
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.65 TRAY,-6.48
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.66 TRAY,-13.22
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.69 TRAY,-124.2
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.70 TRAY,-13.93
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.71 TRAY,-14.27
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.72 TRAY,-7.2
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.73 TRAY,-7.3
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.74 TRAY,-7.44
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.80 TRAY,-15.98
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.87 TRAY,-8.7
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.88 TRAY,-8.8
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.89 TRAY,-8.86
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.90 TRAY,-8.96
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.92 TRAY,-138.0
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.93 TRAY,-9.3
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.94 TRAY,-9.4
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.96 TRAY,-9.57
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.97 TRAY,-9.7
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.98 TRAY,-9.75
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -0.99 TRAY,-29.7
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.01 TRAY,-10.1
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.02 TRAY,-30.6
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.03 TRAY,-10.3
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.04 TRAY,-10.38
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.05 TRAY,-20.93
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.07 TRAY,-10.7
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.10 TRAY,-21.97
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.11 TRAY,-11.1
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.13 TRAY,-11.3
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.15 TRAY,-264.52
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.18 TRAY,-35.42
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.20 TRAY,-12.0
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.21 TRAY,-12.05
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.22 TRAY,-24.4
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.24 TRAY,-37.23
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.25 TRAY,-12.49
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.27 TRAY,-25.38
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.29 TRAY,-25.8
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.30 TRAY,-26.0
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.32 TRAY,-13.2
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.33 TRAY,-13.32
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.34 TRAY,-13.44
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.35 TRAY,-13.5
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.36 TRAY,-13.6
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.37 TRAY,-13.74
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.38 TRAY,-579.6
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.39 TRAY,-27.8
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.40 TRAY,-14.0
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.42 TRAY,-14.22
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.43 TRAY,-57.06
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.44 TRAY,-28.76
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.48 TRAY,-14.77
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.49 TRAY,-59.6
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.50 TRAY,-14.99
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.51 TRAY,-30.15
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.52 TRAY,-15.15
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.53 TRAY,-15.3
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.55 TRAY,-15.45
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.57 TRAY,-15.65
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.58 TRAY,-15.78
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.60 TRAY,-16.0
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.61 TRAY,-257.6
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.62 TRAY,-32.32
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.63 TRAY,-48.9
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.65 TRAY,-16.51
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.66 TRAY,-16.55
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.67 TRAY,-33.48
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.70 TRAY,-33.95
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.74 TRAY,-34.81
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.78 TRAY,-53.4
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.81 TRAY,-36.15
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.84 TRAY,-312.81
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.89 TRAY,-18.9
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.95 TRAY,-19.54
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1.99 TRAY,-19.9
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -1852.00 TRAY,-18520.0
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -2.05 TRAY,-20.51
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -2.07 TRAY,-20.7
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -2.13 TRAY,-21.29
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -2.20 TRAY,-22.0
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -2.27 TRAY,-45.43
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -2.33 TRAY,-23.28
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -2.52 TRAY,-25.16
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -3.16 TRAY,-31.6
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -5.38 TRAY,-53.8
02 MAlai Dahi Tray,Main Store,Primary Batch,KG = -915.00 TRAY,-9150.0
03 Mattha Dahi,01  CM  56  GODOWN,Primary Batch,KG,57.92
03 Mattha Dahi,Main Store,Primary Batch,KG,7163.296
05 TAK 500ml Pouch,01  CM  56  GODOWN,Primary Batch,NO.,-4.0
05 TAK 500ml Pouch,Main Store,Primary Batch,NO.,31013.0
06 CM GHEE LOOSE,01  CM  56  GODOWN,Primary Batch,KG,34.97
06 CM GHEE LOOSE,Main Store,Primary Batch,KG,2738.62
07 BM GHEE LOOSE,Main Store,Primary Batch,KG,1649.75
08  CHAKKA,Main Store,1,KG,49.59
08  CHAKKA,Main Store,Primary Batch,KG,121.86
10   Lassi  @10,01  CM  56  GODOWN,Primary Batch,NO.,147.0
10   Lassi  @10,Main Store,Primary Batch,NO.,59638.0
10 Lassi @10,Main Store,Primary Batch,NO.,13870.0
11  Lassi @20,Main Store,Primary Batch,NO.,0.0
13  Masala Chaach   10,Main Store,Primary Batch,NO.,487.0
13 Masala Chaach 10,Main Store,Primary Batch,NO.,510.0
14  CM 56,01  CM  56  GODOWN,Primary Batch,ltr,5531.4
14  CM 56,02  MISHR   68    GODOWN,Primary Batch,ltr,-294.09
14  CM 56,03  CM 54   GODOWN,Primary Batch,ltr,696.57
14  CM 56,04 cm 54   Godown,Primary Batch,ltr,342.34
14  CM 56,06  Panir   Godown,Primary Batch,ltr,-43.1
14  CM 56,07  Dahi Glass   Godown,Primary Batch,ltr,-317.2
14  CM 56,09  Sp  Dahi  Mathha  Godown,Primary Batch,ltr,-103.8
14  CM 56,13  Lassi10,Primary Batch,ltr,-187.1
14  CM 56,Main Store,Primary Batch,ltr,208.87
15  MISHR    68,01  CM  56  GODOWN,Primary Batch,ltr,225.66
15  MISHR    68,02  MISHR   68    GODOWN,Primary Batch,ltr,12538.15
15  MISHR    68,03  CM 54   GODOWN,Primary Batch,ltr,-15.1
15  MISHR    68,05  MISHR 70 GODOWN,Primary Batch,ltr,48.58
15  MISHR    68,06  Panir   Godown,Primary Batch,ltr,-0.67
15  MISHR    68,07  Dahi Glass   Godown,Primary Batch,ltr,-46.9
15  MISHR    68,13  Lassi10,Primary Batch,ltr,-43.1
15  MISHR    68,Main Store,Primary Batch,ltr,1012.54
16  Bm  82,01  CM  56  GODOWN,Primary Batch,ltr,-34.9
16  Bm  82,02  MISHR   68    GODOWN,Primary Batch,ltr,906.29
16  Bm  82,03  CM 54   GODOWN,Primary Batch,ltr,436.21
16  Bm  82,05  MISHR 70 GODOWN,Primary Batch,ltr,-3.0
16  Bm  82,06  Panir   Godown,Primary Batch,ltr,-33.2
16  Bm  82,08  Malai  Dahi Trey  Godown,Primary Batch,ltr,-52.8
16  Bm  82,09  Sp  Dahi  Mathha  Godown,Primary Batch,ltr,-7.2
16  Bm  82,10  Tak  .500    Godown,Primary Batch,ltr,-20.4
16  Bm  82,13  Lassi10,Primary Batch,ltr,-18.3
16  Bm  82,13 Shrikhand  Godown,Primary Batch,ltr,-23.5
16  Bm  82,Main Store,Primary Batch,ltr,4712.63
17  cm 54,01  CM  56  GODOWN,Primary Batch,ltr,55.58
17  cm 54,02  MISHR   68    GODOWN,Primary Batch,ltr,68.5
17  cm 54,03  CM 54   GODOWN,Primary Batch,ltr,5106.27
17  cm 54,04 cm 54   Godown,Primary Batch,ltr,-240.28
17  cm 54,06  Panir   Godown,Primary Batch,ltr,-96.39
17  cm 54,10  Tak  .500    Godown,Primary Batch,ltr,-11.7
17  cm 54,13  Lassi10,Primary Batch,ltr,-48.6
17  cm 54,Main Store,Primary Batch,ltr,393.76
18  MISHR  70,01  CM  56  GODOWN,Primary Batch,ltr,-296.68
18  MISHR  70,02  MISHR   68    GODOWN,Primary Batch,ltr,40.41
18  MISHR  70,03  CM 54   GODOWN,Primary Batch,ltr,-88.7
18  MISHR  70,04 cm 54   Godown,Primary Batch,ltr,-801.06
18  MISHR  70,05  MISHR 70 GODOWN,Primary Batch,ltr,1564.58
18  MISHR  70,06  Panir   Godown,Primary Batch,ltr,-171.0
18  MISHR  70,07  Dahi Glass   Godown,Primary Batch,ltr,-11.3
18  MISHR  70,09  Sp  Dahi  Mathha  Godown,Primary Batch,ltr,-6.8
18  MISHR  70,10  Tak  .500    Godown,Primary Batch,ltr,-16.0
18  MISHR  70,12  Malai Lassi   Godown,Primary Batch,ltr,-9.1
18  MISHR  70,13  Lassi10,Primary Batch,ltr,-29.74
18  MISHR  70,Main Store,Primary Batch,ltr,65.88
20 Kandi  Peda,Main Store,Primary Batch,KG,0.25
22 Kalakand,Main Store,Primary Batch,KG,0.25
23  Milk Cake,Main Store,Primary Batch,KG,3.45
29 Besan Burffi,Main Store,Primary Batch,KG,3.0
31  Gulab Jamun  Dry,Main Store,Primary Batch,KG,4.0
42  Khawa,Main Store,Primary Batch,KG,2.0
43 Loose  Tak,01  CM  56  GODOWN,Primary Batch,KG,50.6
43 Loose  Tak,Main Store,Primary Batch,KG,4893.67
46  Shrikhand  250,01  CM  56  GODOWN,Primary Batch,NO.,4.0
46  Shrikhand  250,Main Store,Primary Batch,NO.,265.0
46 Motichur  Ladu,Main Store,Primary Batch,KG,8.0
48 Amrakhand  .250,Main Store,Primary Batch,NO.,4.0
48 Amrakhand Losse,Main Store,Primary Batch,KG,30.0
49 Amrakhand  .500,Main Store,Primary Batch,NO. =  2.000 KG,4.0
49 Amrakhand  .500,Main Store,Primary Batch,NO. =  4.000 KG,8.0
50  D10,Main Store,Primary Batch,NO.,5274.0
50 D10,Main Store,Primary Batch,NO.,700.0
AMUL BUTTER-100,Main Store,Primary Batch,NO. =  0.07 BX,10.0
AMULBUTTER-500,Main Store,Primary Batch,NO. =  0.03 BX,1.0
AMULBUTTER-500,Main Store,Primary Batch,NO. =  0.08 BX,3.0
Amul Fresh Cream 1ltr,Main Store,Primary Batch,NO. =  0.04 BX,2.0
Amul Fresh Cream 1ltr,Main Store,Primary Batch,NO. =  0.08 BX,1.0
BESAN LADOO,Main Store,Primary Batch,KG,10.0
BM MILK LOOSE,Main Store,Primary Batch,ltr,978.49
Bm Cream   Kacchi,Main Store,Primary Batch,KG,1.0
CHAT MASALA -500,Main Store,Primary Batch,NO.,-7.0
Cm Ghee-500ml Jar,Main Store,Primary Batch,NO.,23.0
Cm Milk  Loosse,Main Store,Primary Batch,ltr,3637.16
GREENPEAS 5kg,Main Store,Primary Batch,NO.,5.0
GREENPEASE Loose,Main Store,Primary Batch,KG,150.2
Gool,Main Store,Primary Batch,NO.,339.0
Kaccha Dhud,15  Kaccha Dhood   Godown,Primary Batch,ltr,87.68
Kaccha Dhud,Main Store,Primary Batch,ltr,4.5
LSD,Main Store,Primary Batch,KG,1254.54
Loose Dahi Seprate,Main Store,Primary Batch,KG,2253.29
PANIR  LOOSE,Main Store,Primary Batch,KG,124.51
PRABHA DAHI Pouch-150g,Main Store,Primary Batch,NO.,544.0
Poha Chiwada,Main Store,Primary Batch,KG,8.0
Prabha Dahi Pouch-400g,Main Store,Primary Batch,NO.,162.0
READY MIX - 49,Main Store,Primary Batch,NO.,372.0
Ready Mix-45,Main Store,Primary Batch,NO.,372.0
Ready Mix-50,Main Store,Primary Batch,NO. =  0.63 BX,22.0
Ready Mix-50,Main Store,Primary Batch,NO. =  0.66 BX,23.0
Ready Mix-50,Main Store,Primary Batch,NO. =  0.69 BX,24.0
Ready Mix-50,Main Store,Primary Batch,NO. =  1.00 BX,35.0
Ready Mix-50,Main Store,Primary Batch,NO. =  1.03 BX,72.0
Ready Mix-50,Main Store,Primary Batch,NO. =  1.66 BX,58.0
Ready Mix-50,Main Store,Primary Batch,NO. =  1.71 BX,60.0
Ready Mix-50,Main Store,Primary Batch,NO. =  1.86 BX,65.0
Ready Mix-50,Main Store,Primary Batch,NO. =  16.46 BX,576.0
Ready Mix-50,Main Store,Primary Batch,NO. =  2.37 BX,83.0
Ready Mix-50,Main Store,Primary Batch,NO. =  2.40 BX,84.0
Ready Mix-50,Main Store,Primary Batch,NO. =  3.06 BX,107.0
Soya  Panir,Main Store,Primary Batch,NO. =  1.750 KG,7.0
Soya  Panir,Main Store,Primary Batch,NO. =  2.500 KG,10.0
Soya  Panir,Main Store,Primary Batch,NO. =  3.000 KG,84.0
Soya  Panir,Main Store,Primary Batch,NO. =  5.000 KG,20.0
TAK 10,Main Store,Primary Batch,NO.,144.0
Vidyasagar Oil,Main Store,Primary Batch,NO.,139.0
XX PL,Main Store,Primary Batch,KG,6769.18
