date,voucher_number,voucher_type,party_ledger,guid,master_id,alter_id,stock_item,quantity,unit,billed_quantity,rate,amount,source_godown,destination_godown,batch_name,is_deemed_positive,movement_type
20260427,397,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ee,21486,38229,02 MAlai Dahi Tray,27.230,KG =  2.72 TRAY,27.230 KG =  2.72 TRAY,120.00/KG,3267.60,Main Store,Main Store,Primary Batch,No,IN
20260427,397,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ee,21486,38229,02 MAlai Dahi Tray,4.600,KG = -0.46 TRAY,-4.600 KG = -0.46 TRAY,120.00/KG,552.00,Main Store,Main Store,Primary Batch,No,OUT
20260427,397,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ee,21486,38229,05 TAK 500ml Pouch,50,NO.,50 NO.,18.00/NO.,900.00,Main Store,Main Store,Primary Batch,No,IN
20260427,398,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ef,21487,38231,05 TAK 500ml Pouch,10,NO.,-10 NO.,13.00/NO.,130.00,Main Store,Main Store,Primary Batch,No,OUT
20260427,398,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ef,21487,38231,50  D10,20,NO.,-20 NO.,8.00/NO.,160.00,Main Store,Main Store,Primary Batch,No,OUT
20260427,398,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ef,21487,38231,01  DAHI CUP 200,19,NO. = -0.68 CRT,-19 NO. = -0.68 CRT,18.00/NO.,342.00,Main Store,Main Store,Primary Batch,No,OUT
20260427,399,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053f0,21488,38232,05 TAK 500ml Pouch,2,NO.,-2 NO.,13.00/NO.,26.00,Main Store,Main Store,Primary Batch,No,OUT
20260427,399,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053f0,21488,38232,10   Lassi  @10,1,NO.,-1 NO.,8.00/NO.,8.00,Main Store,Main Store,Primary Batch,No,OUT
20260427,400,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078d9,30937,55968,05 TAK 500ml Pouch,4,NO.,4 NO.,13.00/NO.,52.00,Main Store,Main Store,Primary Batch,No,IN
20260427,401,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053f9,21497,38241,17  cm 54,12.20,ltr,-12.20 ltr,54.00/ltr,658.80,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,No,OUT
20260427,401,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053f9,21497,38241,18  MISHR  70,4.50,ltr,-4.50 ltr,70.00/ltr,315.00,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,No,OUT
20260427,401,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053f9,21497,38241,16  Bm  82,15.50,ltr,-15.50 ltr,78.00/ltr,1209.00,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,No,OUT
20260427,402,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005437,21559,38345,02 MAlai Dahi Tray,13.900,KG = -1.39 TRAY,-13.900 KG = -1.39 TRAY,120.00/KG,1668.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,403,Sales,HOTEL LADLI,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005409,21513,38257,XX PL,2.000,KG,2.000 KG,320.00/KG,640.00,Main Store,Main Store,Primary Batch,No,IN
20260428,404,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544b,21579,38365,01  DAHI CUP 200,324,NO. =  11.57 CRT,324 NO. =  11.57 CRT,18.00/NO.,5832.00,Main Store,Main Store,Primary Batch,No,IN
20260428,404,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544b,21579,38365,05 TAK 500ml Pouch,150,NO.,150 NO.,13.00/NO.,1950.00,Main Store,Main Store,Primary Batch,No,IN
20260428,404,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544b,21579,38365,10   Lassi  @10,300,NO.,300 NO.,8.00/NO.,2400.00,Main Store,Main Store,Primary Batch,No,IN
20260428,404,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544b,21579,38365,XX PL,2.000,KG,2.000 KG,320.00/KG,640.00,Main Store,Main Store,Primary Batch,No,IN
20260428,404,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544b,21579,38365,50  D10,40,NO.,40 NO.,8.00/NO.,320.00,Main Store,Main Store,Primary Batch,No,IN
20260428,405,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,02 MAlai Dahi Tray,12.200,KG =  1.22 TRAY,12.200 KG =  1.22 TRAY,120.00/KG,1464.00,Main Store,Main Store,Primary Batch,No,IN
20260428,405,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,02 MAlai Dahi Tray,2.300,KG = -0.23 TRAY,-2.300 KG = -0.23 TRAY,120.00/KG,276.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,405,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,02 MAlai Dahi Tray,93.950,KG =  9.40 TRAY,93.950 KG =  9.40 TRAY,120.00/KG,11274.00,Main Store,Main Store,Primary Batch,No,IN
20260428,405,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,02 MAlai Dahi Tray,14.000,KG = -1.40 TRAY,-14.000 KG = -1.40 TRAY,120.00/KG,1680.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,405,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,03 Mattha Dahi,50.560,KG,50.560 KG,56.00/KG,2831.36,Main Store,Main Store,Primary Batch,No,IN
20260428,405,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,03 Mattha Dahi,6.000,KG,-6.000 KG,56.00/KG,336.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,405,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,05 TAK 500ml Pouch,100,NO.,100 NO.,18.00/NO.,1800.00,Main Store,Main Store,Primary Batch,No,IN
20260428,405,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,XX PL,26.490,KG,26.490 KG,360.00/KG,9536.40,Main Store,Main Store,Primary Batch,No,IN
20260428,405,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,XX PL,1.600,KG,-1.600 KG,360.00/KG,576.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,406,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000545d,21597,38383,08  CHAKKA,11.000,KG,11.000 KG,280.00/KG,3080.00,Main Store,Main Store,Primary Batch,No,IN
20260428,406,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000545d,21597,38383,43 Loose  Tak,52.900,KG,52.900 KG,24.00/KG,1269.60,Main Store,Main Store,Primary Batch,No,IN
20260428,406,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000545d,21597,38383,43 Loose  Tak,2.000,KG,-2.000 KG,24.00/KG,48.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,407,Sales,01   Yash Morning  Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005464,21604,38391,18  MISHR  70,12.49,ltr,-12.49 ltr,70.00/ltr,874.30,13  Lassi10,13  Lassi10,Primary Batch,No,OUT
20260428,407,Sales,01   Yash Morning  Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005464,21604,38391,16  Bm  82,9.30,ltr,-9.30 ltr,78.00/ltr,725.40,13  Lassi10,13  Lassi10,Primary Batch,No,OUT
20260428,408,Sales,12  ATM  A,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005466,21606,38393,14  CM 56,87.80,ltr,-87.80 ltr,56.00/ltr,4916.80,13  Lassi10,13  Lassi10,Primary Batch,No,OUT
20260428,409,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005475,21621,38408,XX PL,23.300,KG,23.300 KG,360.00/KG,8388.00,Main Store,Main Store,Primary Batch,No,IN
20260428,410,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005476,21622,38409,01  DAHI CUP 200,162,NO. =  5.79 CRT,162 NO. =  5.79 CRT,18.00/NO.,2916.00,Main Store,Main Store,Primary Batch,No,IN
20260428,410,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005476,21622,38409,05 TAK 500ml Pouch,100,NO.,100 NO.,18.00/NO.,1800.00,Main Store,Main Store,Primary Batch,No,IN
20260428,410,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005476,21622,38409,10   Lassi  @10,300,NO.,300 NO.,8.00/NO.,2400.00,Main Store,Main Store,Primary Batch,No,IN
20260428,410,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005476,21622,38409,50  D10,30,NO.,30 NO.,8.00/NO.,240.00,Main Store,Main Store,Primary Batch,No,IN
20260428,411,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000548b,21643,38430,14  CM 56,16.50,ltr,-16.50 ltr,54.00/ltr,891.00,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,No,OUT
20260428,411,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000548b,21643,38430,16  Bm  82,29.40,ltr,-29.40 ltr,78.00/ltr,2293.20,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,No,OUT
20260428,411,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000548b,21643,38430,17  cm 54,40.30,ltr,-40.30 ltr,54.00/ltr,2176.20,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,No,OUT
20260428,411,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000548b,21643,38430,15  MISHR    68,42.30,ltr,-42.30 ltr,66.00/ltr,2791.80,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,No,OUT
20260428,411,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000548b,21643,38430,18  MISHR  70,13.00,ltr,-13.00 ltr,70.00/ltr,910.00,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,No,OUT
20260428,412,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005491,21649,38436,02 MAlai Dahi Tray,25.900,KG =  2.59 TRAY,25.900 KG =  2.59 TRAY,120.00/KG,3108.00,Main Store,Main Store,Primary Batch,No,IN
20260428,412,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005491,21649,38436,02 MAlai Dahi Tray,4.600,KG = -0.46 TRAY,-4.600 KG = -0.46 TRAY,120.00/KG,552.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,412,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005491,21649,38436,02 MAlai Dahi Tray,22.000,KG = -2.20 TRAY,-22.000 KG = -2.20 TRAY,120.00/KG,2640.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,412,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005491,21649,38436,02 MAlai Dahi Tray,3.000,KG =  0.30 TRAY,3.000 KG =  0.30 TRAY,120.00/KG,360.00,Main Store,Main Store,Primary Batch,No,IN
20260428,412,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005491,21649,38436,43 Loose  Tak,13.200,KG,-13.200 KG,24.00/KG,316.80,Main Store,Main Store,Primary Batch,No,OUT
20260428,413,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005492,21650,38437,01  DAHI CUP 200,165,NO. = -5.89 CRT,-165 NO. = -5.89 CRT,18.00/NO.,2970.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,413,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005492,21650,38437,05 TAK 500ml Pouch,7,NO.,-7 NO.,13.00/NO.,91.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,413,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005492,21650,38437,10   Lassi  @10,8,NO.,-8 NO.,8.00/NO.,64.00,Main Store,Main Store,Primary Batch,No,OUT
20260428,414,Sales,THE VEGAN  HOTEL,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d3,21715,38503,16  Bm  82,40.00,ltr,40.00 ltr,76.00/ltr,3040.00,Main Store,Main Store,Primary Batch,No,IN
20260429,415,Sales,HOTEL LADLI,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005499,21657,38444,XX PL,2.000,KG,2.000 KG,320.00/KG,640.00,Main Store,Main Store,Primary Batch,No,IN
20260429,416,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,02 MAlai Dahi Tray,105.700,KG =  10.57 TRAY,105.700 KG =  10.57 TRAY,120.00/KG,12684.00,Main Store,Main Store,Primary Batch,No,IN
20260429,416,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,02 MAlai Dahi Tray,18.400,KG = -1.84 TRAY,-18.400 KG = -1.84 TRAY,120.00/KG,2208.00,Main Store,Main Store,Primary Batch,No,OUT
20260429,416,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,03 Mattha Dahi,43.630,KG,43.630 KG,56.00/KG,2443.28,Main Store,Main Store,Primary Batch,No,IN
20260429,416,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,06 CM GHEE LOOSE,47.300,KG,47.300 KG,760.00/KG,35948.00,Main Store,Main Store,Primary Batch,No,IN
20260429,416,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,05 TAK 500ml Pouch,100,NO.,100 NO.,18.00/NO.,1800.00,Main Store,Main Store,Primary Batch,No,IN
20260429,416,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,06 CM GHEE LOOSE,13.670,KG,-13.670 KG,760.00/KG,10389.20,Main Store,Main Store,Primary Batch,No,OUT
20260429,416,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,01  DAHI CUP 200,15,NO. =  0.54 CRT,15 NO. =  0.54 CRT,25.00/NO.,375.00,Main Store,Main Store,Primary Batch,No,IN
20260429,416,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,43 Loose  Tak,54.100,KG,54.100 KG,24.00/KG,1298.40,Main Store,Main Store,Primary Batch,No,IN
20260429,416,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,XX PL,2.000,KG,-2.000 KG,360.00/KG,720.00,Main Store,Main Store,Primary Batch,No,OUT
20260429,417,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d0,21712,38500,01  DAHI CUP 200,243,NO. =  8.68 CRT,243 NO. =  8.68 CRT,18.00/NO.,4374.00,Main Store,Main Store,Primary Batch,No,IN
20260429,417,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d0,21712,38500,05 TAK 500ml Pouch,200,NO.,200 NO.,13.00/NO.,2600.00,Main Store,Main Store,Primary Batch,No,IN
20260429,417,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d0,21712,38500,10   Lassi  @10,450,NO.,450 NO.,8.00/NO.,3600.00,Main Store,Main Store,Primary Batch,No,IN
20260429,417,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d0,21712,38500,50  D10,40,NO.,40 NO.,8.00/NO.,320.00,Main Store,Main Store,Primary Batch,No,IN
20260429,417,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d0,21712,38500,XX PL,2.000,KG,2.000 KG,320.00/KG,640.00,Main Store,Main Store,Primary Batch,No,IN
20260429,418,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d1,21713,38501,01  DAHI CUP 200,81,NO. =  2.89 CRT,81 NO. =  2.89 CRT,18.00/NO.,1458.00,Main Store,Main Store,Primary Batch,No,IN
20260429,418,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d1,21713,38501,05 TAK 500ml Pouch,20,NO.,20 NO.,13.00/NO.,260.00,Main Store,Main Store,Primary Batch,No,IN
20260429,418,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d1,21713,38501,10   Lassi  @10,150,NO.,150 NO.,8.00/NO.,1200.00,Main Store,Main Store,Primary Batch,No,IN
20260429,418,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d1,21713,38501,50  D10,40,NO.,40 NO.,8.00/NO.,320.00,Main Store,Main Store,Primary Batch,No,IN
20260429,419,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078dd,30941,55972,05 TAK 500ml Pouch,30,NO.,30 NO.,13.00/NO.,390.00,Main Store,Main Store,Primary Batch,No,IN
20260429,420,Sales,THE VEGAN  HOTEL,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d2,21714,38502,16  Bm  82,40.00,ltr,40.00 ltr,76.00/ltr,3040.00,Main Store,Main Store,Primary Batch,No,IN
20260429,421,Sales,01   Yash Morning  Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054e9,21737,38526,18  MISHR  70,5.20,ltr,-5.20 ltr,70.00/ltr,364.00,10  Tak  .500    Godown,10  Tak  .500    Godown,Primary Batch,No,OUT
20260429,421,Sales,01   Yash Morning  Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054e9,21737,38526,16  Bm  82,20.40,ltr,-20.40 ltr,78.00/ltr,1591.20,10  Tak  .500    Godown,10  Tak  .500    Godown,Primary Batch,No,OUT
20260429,422,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054ec,21740,38529,10   Lassi  @10,50,NO.,50 NO.,8.00/NO.,400.00,Main Store,Main Store,Primary Batch,No,IN
20260429,422,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054ec,21740,38529,05 TAK 500ml Pouch,20,NO.,20 NO.,13.00/NO.,260.00,Main Store,Main Store,Primary Batch,No,IN
20260429,423,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f0,21744,38534,10   Lassi  @10,450,NO.,450 NO.,8.00/NO.,3600.00,Main Store,Main Store,Primary Batch,No,IN
20260429,423,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f0,21744,38534,01  DAHI CUP 200,162,NO. =  5.79 CRT,162 NO. =  5.79 CRT,18.00/NO.,2916.00,Main Store,Main Store,Primary Batch,No,IN
20260429,423,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f0,21744,38534,05 TAK 500ml Pouch,200,NO.,200 NO.,13.00/NO.,2600.00,Main Store,Main Store,Primary Batch,No,IN
20260429,424,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078db,30939,55970,XX PL,2.000,KG,2.000 KG,300.00/KG,600.00,Main Store,Main Store,Primary Batch,No,IN
20260429,425,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f2,21746,38536,05 TAK 500ml Pouch,13,NO.,13 NO.,13.00/NO.,169.00,Main Store,Main Store,Primary Batch,No,IN
20260429,425,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f2,21746,38536,10   Lassi  @10,100,NO.,100 NO.,8.00/NO.,800.00,Main Store,Main Store,Primary Batch,No,IN
20260429,426,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078de,30942,55973,05 TAK 500ml Pouch,5,NO.,-5 NO.,13.00/NO.,65.00,Main Store,Main Store,Primary Batch,No,OUT
20260429,426,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078de,30942,55973,10   Lassi  @10,25,NO.,-25 NO.,8.00/NO.,200.00,Main Store,Main Store,Primary Batch,No,OUT
20260429,427,Sales,09   Pandurang  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078df,30943,55974,50  D10,10,NO.,-10 NO.,8.00/NO.,80.00,Main Store,Main Store,Primary Batch,No,OUT
20260429,428,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f3,21747,38537,XX PL,29.700,KG,29.700 KG,360.00/KG,10692.00,Main Store,Main Store,Primary Batch,No,IN
20260429,429,Sales,12  ATM  A,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f5,21749,38539,15  MISHR    68,64.90,ltr,-64.90 ltr,66.00/ltr,4283.40,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,No,OUT
20260429,429,Sales,12  ATM  A,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f5,21749,38539,14  CM 56,40.70,ltr,-40.70 ltr,56.00/ltr,2279.20,01  CM  56  GODOWN,01  CM  56  GODOWN,Primary Batch,No,OUT
20260429,429,Sales,12  ATM  A,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f5,21749,38539,17  cm 54,36.00,ltr,-36.00 ltr,54.00/ltr,1944.00,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,No,OUT
20260429,430,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000553a,21818,38610,05 TAK 500ml Pouch,50,NO.,50 NO.,18.00/NO.,900.00,Main Store,Main Store,Primary Batch,No,IN
20260429,431,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000553f,21823,38615,14  CM 56,21.10,ltr,-21.10 ltr,54.00/ltr,1139.40,01  CM  56  GODOWN,01  CM  56  GODOWN,Primary Batch,No,OUT
20260429,431,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000553f,21823,38615,17  cm 54,39.90,ltr,-39.90 ltr,54.00/ltr,2154.60,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,No,OUT
20260429,431,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000553f,21823,38615,15  MISHR    68,6.60,ltr,-6.60 ltr,66.00/ltr,435.60,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,No,OUT
20260429,431,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000553f,21823,38615,16  Bm  82,39.00,ltr,-39.00 ltr,78.00/ltr,3042.00,02  MISHR   68    GODOWN,02  MISHR   68    GODOWN,Primary Batch,No,OUT
20260429,431,Sales,02 Rsa Afternoon Milk Counter,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000553f,21823,38615,18  MISHR  70,15.30,ltr,-15.30 ltr,70.00/ltr,1071.00,04 cm 54   Godown,04 cm 54   Godown,Primary Batch,No,OUT
20260429,432,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005541,21825,38617,02 MAlai Dahi Tray,11.100,KG = -1.11 TRAY,-11.100 KG = -1.11 TRAY,120.00/KG,1332.00,Main Store,Main Store,Primary Batch,No,OUT
20260429,432,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005541,21825,38617,02 MAlai Dahi Tray,3.000,KG =  0.30 TRAY,3.000 KG =  0.30 TRAY,120.00/KG,360.00,Main Store,Main Store,Primary Batch,No,IN
20260429,432,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005541,21825,38617,43 Loose  Tak,6.350,KG,-6.350 KG,24.00/KG,152.40,Main Store,Main Store,Primary Batch,No,OUT
20260429,433,Sales,HOTEL LADLI,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005542,21826,38618,XX PL,2.000,KG,2.000 KG,320.00/KG,640.00,Main Store,Main Store,Primary Batch,No,IN
20260429,434,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000555b,21851,38729,10   Lassi  @10,24,NO.,-24 NO.,8.00/NO.,192.00,Main Store,Main Store,Primary Batch,No,OUT
20260429,435,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005562,21858,38766,01  DAHI CUP 200,243,NO. =  8.68 CRT,243 NO. =  8.68 CRT,18.00/NO.,4374.00,Main Store,Main Store,Primary Batch,No,IN
20260429,435,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005562,21858,38766,05 TAK 500ml Pouch,200,NO.,200 NO.,13.00/NO.,2600.00,Main Store,Main Store,Primary Batch,No,IN
20260429,435,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005562,21858,38766,XX PL,2.000,KG,2.000 KG,300.00/KG,600.00,Main Store,Main Store,Primary Batch,No,IN
20260429,435,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005562,21858,38766,10   Lassi  @10,300,NO.,300 NO.,7.00/NO.,2100.00,Main Store,Main Store,Primary Batch,No,IN
20260429,435,Sales,08  Wadgaonkar  Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005562,21858,38766,50  D10,20,NO.,20 NO.,8.00/NO.,160.00,Main Store,Main Store,Primary Batch,No,IN
20260429,436,Sales,04 GHEE COUNTER,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005564,21860,38768,43 Loose  Tak,57.300,KG,57.300 KG,24.00/KG,1375.20,Main Store,Main Store,Primary Batch,No,IN
