date,voucher_number,voucher_type,guid,master_id,alter_id,party_ledger,reference,is_invoice,ledger_name,amount,is_deemed_positive,is_party_ledger,ledger_from_item,bill_reference,bill_date,bill_type,cost_centre
20260426,380,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005341,21313,38011,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,-2400.0,Yes,Yes,No,,,,
20260426,381,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078d6,30934,55965,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,199.0,Yes,Yes,No,,,,
20260426,382,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005369,21353,38062,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-772.8,Yes,Yes,No,,,,
20260426,383,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000536a,21354,38070,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,116.0,Yes,Yes,No,,,,
20260426,384,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005375,21365,38076,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,4720.4,Yes,Yes,No,,,,
20260426,385,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005377,21367,38085,04 GHEE COUNTER,0663,Yes,04 GHEE COUNTER,1938.0,Yes,Yes,No,,,,
20260427,386,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000537d,21373,38093,HOTEL LADLI,,Yes,HOTEL LADLI,-640.0,Yes,Yes,No,,,,
20260427,387,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053a4,21412,38148,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-15194.4,Yes,Yes,No,,,,
20260427,388,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053a5,21413,38149,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-3628.0,Yes,Yes,No,,,,
20260427,389,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053a7,21415,38151,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,-9034.0,Yes,Yes,No,,,,
20260427,390,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ac,21420,38166,THE VEGAN  HOTEL,,Yes,THE VEGAN  HOTEL,-3180.0,Yes,Yes,No,,,,
20260427,390,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ac,21420,38166,THE VEGAN  HOTEL,,Yes,Transport,140.0,No,No,No,,,,
20260427,391,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053c3,21443,38185,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-1372.0,Yes,Yes,No,,,,
20260427,392,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053cc,21452,38194,13  ATM   B,,Yes,13  ATM   B,5812.8,Yes,Yes,No,,,,
20260427,393,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053d3,21459,38201,01   Yash Morning  Milk Counter,,Yes,01   Yash Morning  Milk Counter,1909.08,Yes,Yes,No,,,,
20260427,394,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053da,21466,38208,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-11052.0,Yes,Yes,No,,,,
20260427,395,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053db,21467,38209,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-448.0,Yes,Yes,No,,,,
20260427,396,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053dc,21468,38210,13  ATM   B,,Yes,13  ATM   B,4062.6,Yes,Yes,No,,,,
20260427,397,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ee,21486,38229,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-3615.6,Yes,Yes,No,,,,
20260427,398,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053ef,21487,38231,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,632.0,Yes,Yes,No,,,,
20260427,399,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053f0,21488,38232,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,34.0,Yes,Yes,No,,,,
20260427,400,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078d9,30937,55968,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-52.0,Yes,Yes,No,,,,
20260427,401,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000053f9,21497,38241,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,2182.8,Yes,Yes,No,,,,
20260427,402,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005437,21559,38345,04 GHEE COUNTER,6092,Yes,04 GHEE COUNTER,1668.0,Yes,Yes,No,,,,
20260428,403,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005409,21513,38257,HOTEL LADLI,,Yes,HOTEL LADLI,-640.0,Yes,Yes,No,,,,
20260428,404,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544b,21579,38365,09   Pandurang  Sales,6107,Yes,09   Pandurang  Sales,-11142.0,Yes,Yes,No,,,,
20260428,405,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000544f,21583,38369,04 GHEE COUNTER,6105,Yes,04 GHEE COUNTER,-24037.76,Yes,Yes,No,,,,
20260428,406,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000545d,21597,38383,04 GHEE COUNTER,6113,Yes,04 GHEE COUNTER,-4301.6,Yes,Yes,No,,,,
20260428,407,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005464,21604,38391,01   Yash Morning  Milk Counter,,Yes,01   Yash Morning  Milk Counter,1599.7,Yes,Yes,No,,,,
20260428,408,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005466,21606,38393,12  ATM  A,,Yes,12  ATM  A,4916.8,Yes,Yes,No,,,,
20260428,409,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005475,21621,38408,04 GHEE COUNTER,6109,Yes,04 GHEE COUNTER,-8388.0,Yes,Yes,No,,,,
20260428,410,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005476,21622,38409,09   Pandurang  Sales,6112,Yes,09   Pandurang  Sales,-7356.0,Yes,Yes,No,,,,
20260428,411,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000548b,21643,38430,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,9062.2,Yes,Yes,No,,,,
20260428,412,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005491,21649,38436,04 GHEE COUNTER,6115,Yes,04 GHEE COUNTER,40.8,Yes,Yes,No,,,,
20260428,413,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005492,21650,38437,09   Pandurang  Sales,6116,Yes,09   Pandurang  Sales,3125.0,Yes,Yes,No,,,,
20260428,414,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d3,21715,38503,THE VEGAN  HOTEL,,Yes,THE VEGAN  HOTEL,-3180.0,Yes,Yes,No,,,,
20260428,414,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d3,21715,38503,THE VEGAN  HOTEL,,Yes,Transport,140.0,No,No,No,,,,
20260429,415,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005499,21657,38444,HOTEL LADLI,,Yes,HOTEL LADLI,-640.0,Yes,Yes,No,,,,
20260429,416,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054cc,21708,38496,04 GHEE COUNTER,6129,Yes,04 GHEE COUNTER,-41231.48,Yes,Yes,No,,,,
20260429,417,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d0,21712,38500,08  Wadgaonkar  Sales,6131,Yes,08  Wadgaonkar  Sales,-11534.0,Yes,Yes,No,,,,
20260429,418,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d1,21713,38501,09   Pandurang  Sales,6132,Yes,09   Pandurang  Sales,-3238.0,Yes,Yes,No,,,,
20260429,419,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078dd,30941,55972,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-390.0,Yes,Yes,No,,,,
20260429,420,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d2,21714,38502,THE VEGAN  HOTEL,,Yes,THE VEGAN  HOTEL,-3180.0,Yes,Yes,No,,,,
20260429,420,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054d2,21714,38502,THE VEGAN  HOTEL,,Yes,Transport,140.0,No,No,No,,,,
20260429,421,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054e9,21737,38526,01   Yash Morning  Milk Counter,,Yes,01   Yash Morning  Milk Counter,1955.2,Yes,Yes,No,,,,
20260429,422,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054ec,21740,38529,09   Pandurang  Sales,6133,Yes,09   Pandurang  Sales,-660.0,Yes,Yes,No,,,,
20260429,423,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f0,21744,38534,08  Wadgaonkar  Sales,6135,Yes,08  Wadgaonkar  Sales,-9116.0,Yes,Yes,No,,,,
20260429,424,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078db,30939,55970,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,-600.0,Yes,Yes,No,,,,
20260429,425,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f2,21746,38536,09   Pandurang  Sales,6136,Yes,09   Pandurang  Sales,-969.0,Yes,Yes,No,,,,
20260429,426,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078de,30942,55973,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,265.0,Yes,Yes,No,,,,
20260429,427,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078df,30943,55974,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,80.0,Yes,Yes,No,,,,
20260429,428,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f3,21747,38537,04 GHEE COUNTER,6134,Yes,04 GHEE COUNTER,-10692.0,Yes,Yes,No,,,,
20260429,429,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000054f5,21749,38539,12  ATM  A,,Yes,12  ATM  A,8506.6,Yes,Yes,No,,,,
20260429,430,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000553a,21818,38610,04 GHEE COUNTER,6144,Yes,04 GHEE COUNTER,-900.0,Yes,Yes,No,,,,
20260429,431,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000553f,21823,38615,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,7842.6,Yes,Yes,No,,,,
20260429,432,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005541,21825,38617,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,1124.4,Yes,Yes,No,,,,
20260429,433,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005542,21826,38618,HOTEL LADLI,,Yes,HOTEL LADLI,-640.0,Yes,Yes,No,,,,
20260429,434,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000555b,21851,38729,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,192.0,Yes,Yes,No,,,,
20260429,435,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005562,21858,38766,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,-9834.0,Yes,Yes,No,,,,
20260429,436,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005564,21860,38768,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-17971.28,Yes,Yes,No,,,,
20260430,437,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000555a,21850,38728,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,625.0,Yes,Yes,No,,,,
20260430,438,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005567,21863,38771,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-3408.0,Yes,Yes,No,,,,
20260430,439,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005578,21880,38850,THE VEGAN  HOTEL,,Yes,THE VEGAN  HOTEL,-3180.0,Yes,Yes,No,,,,
20260430,439,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005578,21880,38850,THE VEGAN  HOTEL,,Yes,Transport,140.0,No,No,No,,,,
20260430,440,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000557d,21885,38913,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-2676.0,Yes,Yes,No,,,,
20260430,441,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000055a3,21923,38951,01   Yash Morning  Milk Counter,,Yes,01   Yash Morning  Milk Counter,1833.0,Yes,Yes,No,,,,
20260430,442,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000055d6,21974,39027,04 GHEE COUNTER,6160,Yes,04 GHEE COUNTER,-1400.0,Yes,Yes,No,,,,
20260430,443,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000055e5,21989,39043,09   Pandurang  Sales,6158,Yes,09   Pandurang  Sales,-650.0,Yes,Yes,No,,,,
20260430,444,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078ec,30956,55988,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,1424.0,Yes,Yes,No,,,,
20260430,445,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000055f0,22000,39075,04 GHEE COUNTER,6165,Yes,04 GHEE COUNTER,-32232.2,Yes,Yes,No,,,,
20260430,446,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005604,22020,39095,04 GHEE COUNTER,6166,Yes,04 GHEE COUNTER,-2797.2,Yes,Yes,No,,,,
20260430,447,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005605,22021,39096,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,7794.6,Yes,Yes,No,,,,
20260430,448,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078e7,30951,55983,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,-10334.0,Yes,Yes,No,,,,
20260430,449,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000078ea,30954,55986,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,1029.0,Yes,Yes,No,,,,
20260501,450,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000560a,22026,39103,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,1092.0,Yes,Yes,No,,,,
20260501,451,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005645,22085,39380,THE VEGAN  HOTEL,,Yes,THE VEGAN  HOTEL,-3180.0,Yes,Yes,No,,,,
20260501,451,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005645,22085,39380,THE VEGAN  HOTEL,,Yes,Transport,140.0,No,No,No,,,,
20260501,452,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005670,22128,39739,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,-1482.0,Yes,Yes,No,,,,
20260501,453,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000567a,22138,39819,01   Yash Morning  Milk Counter,,Yes,01   Yash Morning  Milk Counter,2292.18,Yes,Yes,No,,,,
20260501,454,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000567b,22139,39820,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,-2699.4,Yes,Yes,No,,,,
20260501,455,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005688,22152,42256,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-11214.0,Yes,Yes,No,,,,
20260501,456,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005689,22153,40058,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-28852.32,Yes,Yes,No,,,,
20260501,457,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000568a,22154,40059,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-560.0,Yes,Yes,No,,,,
20260501,458,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000568b,22155,40060,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,-7953.0,Yes,Yes,No,,,,
20260501,459,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000568c,22156,40061,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,-4564.0,Yes,Yes,No,,,,
20260501,460,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000568d,22157,40062,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,-5920.2,Yes,Yes,No,,,,
20260501,461,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000568e,22158,40063,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,-1813.0,Yes,Yes,No,,,,
20260501,462,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000568f,22159,40064,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,2547.7,Yes,Yes,No,,,,
20260501,463,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005690,22160,40065,12  ATM  A,,Yes,12  ATM  A,-4411.8,Yes,Yes,No,,,,
20260501,464,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005691,22161,40066,12  ATM  A,,Yes,12  ATM  A,-8052.0,Yes,Yes,No,,,,
20260501,465,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005692,22162,40067,12  ATM  A,,Yes,12  ATM  A,-6669.6,Yes,Yes,No,,,,
20260501,466,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005693,22163,40068,12  ATM  A,,Yes,12  ATM  A,-8052.0,Yes,Yes,No,,,,
20260501,467,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005694,22164,40069,12  ATM  A,,Yes,12  ATM  A,-2256.8,Yes,Yes,No,,,,
20260501,468,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000056a1,22177,40082,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,7925.9,Yes,Yes,No,,,,
20260501,469,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000056a6,22182,42257,09   Pandurang  Sales,6182,Yes,09   Pandurang  Sales,-3108.0,Yes,Yes,No,,,,
20260501,470,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057f5,22517,41517,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,318.0,Yes,Yes,No,,,,
20260501,471,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000056d2,22226,40338,04 GHEE COUNTER,6191,Yes,04 GHEE COUNTER,-13815.6,Yes,Yes,No,,,,
20260501,472,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000056d6,22230,40372,04 GHEE COUNTER,6203,Yes,04 GHEE COUNTER,-32685.2,Yes,Yes,No,,,,
20260502,473,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000056b3,22195,40100,HOTEL LADLI,,Yes,HOTEL LADLI,-640.0,Yes,Yes,No,,,,
20260502,474,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000056eb,22251,40616,THE VEGAN  HOTEL,,Yes,THE VEGAN  HOTEL,-3180.0,Yes,Yes,No,,,,
20260502,474,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000056eb,22251,40616,THE VEGAN  HOTEL,,Yes,Transport,140.0,No,No,No,,,,
20260502,475,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000570b,22283,40798,01   Yash Morning  Milk Counter,,Yes,01   Yash Morning  Milk Counter,1326.0,Yes,Yes,No,,,,
20260502,476,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005712,22290,40835,HOTEL LADLI,,Yes,HOTEL LADLI,-320.0,Yes,Yes,No,,,,
20260502,477,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005716,22294,41519,09   Pandurang  Sales,6215,Yes,09   Pandurang  Sales,-12134.0,Yes,Yes,No,,,,
20260502,478,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000571a,22298,41521,08  Wadgaonkar  Sales,6216,Yes,08  Wadgaonkar  Sales,-3308.0,Yes,Yes,No,,,,
20260502,479,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000571b,22299,40845,04 GHEE COUNTER,6213,Yes,04 GHEE COUNTER,-32969.6,Yes,Yes,No,,,,
20260502,480,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005728,22312,40858,04 GHEE COUNTER,6217,Yes,04 GHEE COUNTER,-12504.8,Yes,Yes,No,,,,
20260502,481,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000572b,22315,40861,09   Pandurang  Sales,6227,Yes,09   Pandurang  Sales,-1110.0,Yes,Yes,No,,,,
20260502,482,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057f7,22519,41520,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,107.0,Yes,Yes,No,,,,
20260502,483,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005731,22321,40867,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,4322.8,Yes,Yes,No,,,,
20260502,484,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005734,22324,40870,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,1933.44,Yes,Yes,No,,,,
20260502,485,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005736,22326,41522,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,76.0,Yes,Yes,No,,,,
20260502,486,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005767,22375,41029,Hattekar's Girija Catterors,,Yes,Hattekar's Girija Catterors,-1500.0,Yes,Yes,No,,,,
20260502,487,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000056a2,22178,41097,01   Yash Morning  Milk Counter,,Yes,01   Yash Morning  Milk Counter,-1505.4,Yes,Yes,No,,,,
20260503,488,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005781,22401,41066,THE VEGAN  HOTEL,,Yes,THE VEGAN  HOTEL,-3180.0,Yes,Yes,No,,,,
20260503,488,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005781,22401,41066,THE VEGAN  HOTEL,,Yes,Transport,140.0,No,No,No,,,,
20260503,489,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005794,22420,41085,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-15326.48,Yes,Yes,No,,,,
20260503,490,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005796,22422,41087,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-24681.6,Yes,Yes,No,,,,
20260503,491,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000579a,22426,41091,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,-3308.0,Yes,Yes,No,,,,
20260503,492,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000579b,22427,42262,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-11374.0,Yes,Yes,No,,,,
20260503,493,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000579c,22428,41093,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-1800.0,Yes,Yes,No,,,,
20260503,494,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057ad,22445,41112,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-16416.0,Yes,Yes,No,,,,
20260503,495,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057a0,22432,41098,01   Yash Morning  Milk Counter,,Yes,01   Yash Morning  Milk Counter,1825.2,Yes,Yes,No,,,,
20260503,496,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057ac,22444,41111,HOTEL LADLI,,Yes,HOTEL LADLI,-640.0,Yes,Yes,No,,,,
20260503,497,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057b2,22450,41120,12  ATM  A,,Yes,12  ATM  A,7700.8,Yes,Yes,No,,,,
20260503,498,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057b3,22451,41121,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,200.0,Yes,Yes,No,,,,
20260503,499,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057b4,22452,41122,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-480.0,Yes,Yes,No,,,,
20260503,500,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057cd,22477,41262,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,127.0,Yes,Yes,No,,,,
20260503,501,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057d0,22480,41265,02 Rsa Afternoon Milk Counter,,Yes,02 Rsa Afternoon Milk Counter,1567.8,Yes,Yes,No,,,,
20260503,502,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057d3,22483,41268,04 GHEE COUNTER,6250,Yes,04 GHEE COUNTER,1096.08,Yes,Yes,No,,,,
20260504,503,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-000057d8,22488,41273,HOTEL LADLI,,Yes,HOTEL LADLI,-640.0,Yes,Yes,No,,,,
20260504,504,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000580c,22540,41545,THE VEGAN  HOTEL,,Yes,THE VEGAN  HOTEL,-3180.0,Yes,Yes,No,,,,
20260504,504,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000580c,22540,41545,THE VEGAN  HOTEL,,Yes,Transport,140.0,No,No,No,,,,
20260504,505,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005825,22565,42253,08  Wadgaonkar  Sales,,Yes,08  Wadgaonkar  Sales,-12297.0,Yes,Yes,No,,,,
20260504,506,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005826,22566,41757,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-2995.0,Yes,Yes,No,,,,
20260504,507,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005829,22569,41760,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-15027.84,Yes,Yes,No,,,,
20260504,508,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-00005836,22582,43166,04 GHEE COUNTER,,Yes,04 GHEE COUNTER,-10188.0,Yes,Yes,No,,,,
20260504,509,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000584b,22603,41892,01   Yash Morning  Milk Counter,,Yes,01   Yash Morning  Milk Counter,1604.6,Yes,Yes,No,,,,
20260504,510,Sales,ccde5e46-22b1-4fd7-8009-ffe387e3e86a-0000585d,22621,41920,09   Pandurang  Sales,,Yes,09   Pandurang  Sales,-2740.0,Yes,Yes,No,,,,
